ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
1112,Data Migration Services for DWP DataWorks,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1112,digital-outcomes-and-specialists,digital-outcomes,,Department of Work and Pensions,dwp.gsi.gov.uk,Yorkshire and the Humber,2016-10-13,2 weeks,up to 6 months,7.0,6.0,13.0,closed,,,,
1108,Project Planners,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1108,digital-outcomes-and-specialists,digital-outcomes,,Ministry of Defence (Information System Services),mod.uk,South West England,2016-10-10,2 weeks,Until 31st March 2017,15.0,8.0,23.0,closed,,,,
1121,Cyber Security Specialist,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1121,digital-outcomes-and-specialists,digital-specialists,securityConsultant,Land Registry,landregistry.gov.uk,South West England,2016-10-12,1 week,Onsite 3 days per week for 3 months (Total of 36 days),13.0,3.0,16.0,closed,,,,
1136,Programme Lead,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1136,digital-outcomes-and-specialists,digital-specialists,programmeManager,Ordnance Survey Limited,os.uk,South East England,2016-10-31,2 weeks,Initial 3 month contract with view to extend to 6 months after end of FY16/17,31.0,2.0,33.0,closed,,,,
1133,Content designer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1133,digital-outcomes-and-specialists,digital-specialists,contentDesigner,Home Office,digital.homeoffice.gov.uk,Yorkshire and the Humber,2016-10-12,2 weeks,4 months initially,16.0,3.0,19.0,closed,,,,
1134,ITS Cloud Application Developer (5),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1134,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-10-12,1 week,12 months,17.0,5.0,22.0,closed,,,,
1126,Careers Wales Digital_Course Service,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1126,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,Careers Wales,careerswales.com,Wales,2016-10-19,1 week,5 Months,13.0,3.0,16.0,closed,,,,
1125,Land Registry User Researcher - Digital,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1125,digital-outcomes-and-specialists,digital-specialists,userResearcher,Land Registry,landregistry.gov.uk,South West England,2016-10-21,1 week,6 months,7.0,1.0,8.0,closed,,,,
1140,National Law Enforcement Data Programme (NLEDP) PND Service Architect,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1140,digital-outcomes-and-specialists,digital-specialists,serviceManager,Home Office,homeoffice.gsi.gov.uk,London,2016-10-18,1 week,12 months with the option to extend to maximum term,22.0,6.0,28.0,awarded,Methods Business and Digital Technology Limited,medium,151200.0,2017-01-04
1143,Read-only Historic Foundation Doctor E-portfolio Data Interface,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1143,digital-outcomes-and-specialists,digital-outcomes,,NHS Health Education England,nhs.net,Offsite,2016-10-31,2 weeks,The expected end date is no later than 31 March 2016,19.0,3.0,22.0,closed,,,,
1139,ITS Cloud Application Developer (6),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1139,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-10-13,1 week,12 Months,10.0,5.0,15.0,closed,,,,
1145,"NOG website redevelopment, guidance database and app",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1145,digital-outcomes-and-specialists,digital-outcomes,,National Operational Guidance Programme,london-fire.gov.uk,Offsite,2016-10-14,2 weeks,"Maximum length of project is 18 months, plus ongoing maintainence support.",48.0,5.0,53.0,closed,,,,
1150,OR-0004 Small Business Commissioner/Payment Duty Register Alpha/Beta Usability Testing Recruitment,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1150,digital-outcomes-and-specialists,user-research-participants,,"Department of Business, Energy and Industrial Strategy.",bis.gov.uk,London,2016-10-14,2 weeks,,4.0,,4.0,closed,,,,
1153,Implementation Manager for NOMS Electronic Monitoring Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1153,digital-outcomes-and-specialists,digital-specialists,deliveryManager,National Offender Management Service,justice.gsi.gov.uk,London,2016-10-14,1 week,2 years,18.0,5.0,23.0,closed,,,,
1161,IT16173 - MRC Gambia Laboratory LIMS Project Technical Consultancy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1161,digital-outcomes-and-specialists,digital-specialists,productManager,Medical Research Council Unit The Gambia,uksbs.co.uk,Offsite,2016-12-06,2 weeks,1 year,6.0,,6.0,awarded,COMXPS Limited,small,30000.0,2017-03-29
1162,National ANPR Service Programme - Client Side Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1162,digital-outcomes-and-specialists,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2016-10-19,2 weeks,2 years,21.0,15.0,36.0,closed,,,,
1157,Java Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1157,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-10-17,1 week,12 months,18.0,6.0,24.0,closed,,,,
1158,NEL CSU - Registration Authority,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1158,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-17,2 weeks,Six months with potential of six months extension,7.0,1.0,8.0,closed,,,,
1156,ITS Cloud Application Developer (7),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1156,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-10-17,1 week,12 months,11.0,7.0,18.0,closed,,,,
1164,Digital by Design  - Delivery Support Phase 3,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1164,digital-outcomes-and-specialists,digital-outcomes,,Stockport Metropolitan Borough Council,stockport.gov.uk,North West England,2016-10-26,2 weeks,Around 8 months.  Expected to end by mid September 2017.,16.0,7.0,23.0,closed,,,,
1181,Business Analyst - Transformation Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1181,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,Home Office,homeoffice.gsi.gov.uk,London,2016-10-20,2 weeks,6 months,20.0,6.0,26.0,closed,,,,
1179,Business Analyst - Transformation Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1179,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,Home Office,homeoffice.gsi.gov.uk,London,2016-10-20,2 weeks,6 months,23.0,6.0,29.0,closed,,,,
1175,National Law Enforcement Data Programme (NLEDP) Stakeholder Engagement Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1175,digital-outcomes-and-specialists,digital-specialists,communicationsManager,Home Office,homeoffice.gsi.gov.uk,London,2016-10-20,1 week,6 months initially with the option to extend for up to 2 years.,19.0,3.0,22.0,awarded,Triad Group Plc,medium,127440.0,2017-01-03
1173,National Law Enforcement Data Programme (NLEDP) Relationship Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1173,digital-outcomes-and-specialists,digital-specialists,communicationsManager,Home Office,homeoffice.gsi.gov.uk,London,2016-10-20,1 week,6 months initially with the option to extend for up to 2 years.,17.0,1.0,18.0,awarded,Methods Business and Digital Technology Limited,medium,142800.0,2017-02-13
1197,Senior UX Designer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1197,digital-outcomes-and-specialists,digital-specialists,designer,National Offender Management Service (NOMS),justice.gsi.gov.uk,Yorkshire and the Humber,2016-10-21,1 week,"Initial SOW around 6 months, Contract term set at up to 2 years.",18.0,5.0,23.0,closed,,,,
1195,Technical Architect for NOMS Digital Studio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1195,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,National Offender Management Service,justice.gsi.gov.uk,Yorkshire and the Humber,2016-10-21,1 week,"Initial SOW around 6 months, Contract length up to 2 years.",23.0,6.0,29.0,closed,,,,
1194,User Researcher for NOMS Digital Studio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1194,digital-outcomes-and-specialists,digital-specialists,userResearcher,National Offender Management Service (NOMS),justice.gsi.gov.uk,Yorkshire and the Humber,2016-10-21,1 week,"Initial SOW around 6 months, Contract term up to 2 years.",13.0,3.0,16.0,closed,,,,
1193,Design Resourcing for NOMS Electronic Monitoring Programme (EMP),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1193,digital-outcomes-and-specialists,digital-outcomes,,National Offender Management Service (NOMS),justice.gsi.gov.uk,London,2016-10-25,2 weeks,6-12 months.,9.0,1.0,10.0,closed,,,,
1191,Delivery Lead for Business Change & Communications,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1191,digital-outcomes-and-specialists,digital-specialists,deliveryManager,"Home Office, Digital, Data and Technology",homeoffice.gsi.gov.uk,London,2016-10-21,1 week,6 months initially,20.0,4.0,24.0,closed,,,,
1186,Microsoft Dynamics CRM Data Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1186,digital-outcomes-and-specialists,digital-specialists,performanceAnalyst,Security Industry Authority,sia.gsi.gov.uk,London,2016-10-21,2 weeks,6 months,16.0,6.0,22.0,closed,,,,
1183,Automation Skills Injection,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1183,digital-outcomes-and-specialists,digital-outcomes,,Met Office,metoffice.gov.uk,Offsite,2016-10-26,2 weeks,12 months,11.0,1.0,12.0,unsuccessful,,,,
1192,"HMCTS Civil, Family and Tribunals (CFT) Projects - Development and Technical Lead Capabilities",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1192,digital-outcomes-and-specialists,digital-outcomes,,HM Courts and Tribunal Service (HMCTS),hmcts.gsi.gov.uk,London,2016-10-24,2 weeks,2 years. First SOW will be 3 months duration. Subsequent SOWs will usually be a 6 month duration,15.0,19.0,34.0,closed,,,,
1208,Project Manager - Customer Service Centre,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1208,digital-outcomes-and-specialists,digital-specialists,deliveryManager,NHS Property Services,property.nhs.uk,Offsite,2016-10-24,1 week,7 Months,22.0,2.0,24.0,closed,,,,
1209,DSAB - Angular/PHP developer (AFTC-3),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1209,digital-outcomes-and-specialists,digital-specialists,developer,Home Office,homeoffice.gsi.gov.uk,London,2016-10-24,1 week,up to twenty four months (2 years),19.0,4.0,23.0,awarded,Sopra Steria Ltd,large,312000.0,2017-01-30
1204,DSAB Java Developer (AFTC-2),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1204,digital-outcomes-and-specialists,digital-specialists,developer,Home Office,homeoffice.gsi.gov.uk,London,2016-10-24,1 week,up to twenty four months (2 years),23.0,7.0,30.0,awarded,Sopra Steria Ltd,large,336000.0,2017-01-30
1198,Recruitment Platform for Government: Alpha,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1198,digital-outcomes-and-specialists,digital-outcomes,,Civil Service Human Resources (CSHR),hmrc.gsi.gov.uk,South West England,2016-10-24,2 weeks,4 months,12.0,5.0,17.0,awarded,Redrock Consulting Ltd,medium,145500.0,2016-12-13
1199,OR-0005 Research and Innovation Funding Service (RIFS) professional Scala back-end developers.,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1199,digital-outcomes-and-specialists,digital-outcomes,,"The Department for Business, Energy and Industrial Strategy.",bis.gov.uk,South West England,2016-10-25,2 weeks,"Approx 12 months (poss shorter), sufficient to help launch the service into Public Beta (Spring 17)",13.0,2.0,15.0,closed,,,,
1203,DSAB Techncial architect/Developer (AFTC -1),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1203,digital-outcomes-and-specialists,digital-specialists,developer,Home Office,homeoffice.gsi.gov.uk,London,2016-10-24,1 week,up to twenty four months (2 yrs),15.0,8.0,23.0,awarded,Sopra Steria Ltd,large,336000.0,2017-01-03
1201,"HMCTS Civil, Family and Tribunals (CFT) Projects - Development Capabilities",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1201,digital-outcomes-and-specialists,digital-outcomes,,HM Courts and Tribunals Service (HMCTS),hmcts.gsi.gov.uk,London,2016-10-24,2 weeks,2 years. First SOW will be 3 months duration. Subsequent SOWs will usually be 6 month durations,14.0,17.0,31.0,closed,,,,
1200,HO DDaT Live Services - Service Management & Service Architecture Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1200,digital-outcomes-and-specialists,digital-outcomes,,Home Office Digitial Data and Technology (HO DDaT),homeoffice.gsi.gov.uk,London,2016-10-24,2 weeks,1 year with option for 2 further 6 month extensions,6.0,4.0,10.0,closed,,,,
1210,Proc 154 Business Analyst (Business Architect)x 2  Role,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1210,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,The Home Office,homeoffice.gsi.gov.uk,North East England,2016-10-31,1 week,One Year,19.0,6.0,25.0,closed,,,,
1216,Service Delivery Manager - Customer Service Centre,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1216,digital-outcomes-and-specialists,digital-specialists,serviceManager,NHS Property Services,property.nhs.uk,London,2016-10-25,1 week,7 months,21.0,3.0,24.0,closed,,,,
1217,"PSN compliant, Tri-Service Control System network redesign",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1217,digital-outcomes-and-specialists,digital-outcomes,,"Derbyshire, Leicestershire and Nottinghamshire Fire Services Partnership (Tri Service)",lfrs.org,East Midlands,2016-11-03,2 weeks,,4.0,,4.0,closed,,,,
1218,HO National Law Enforcement Data Programme (NLEDP) User Researcher (020a),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1218,digital-outcomes-and-specialists,digital-specialists,userResearcher,Home Office,homeoffice.gsi.gov.uk,London,2016-10-25,1 week,6 months with the option to extend to 2 years,14.0,1.0,15.0,awarded,Amberlight Change,micro,146250.0,2017-02-07
